"Step","fiery-sweep-22 - rmse","fiery-sweep-22 - rmse__MIN","fiery-sweep-22 - rmse__MAX","amber-sweep-21 - rmse","amber-sweep-21 - rmse__MIN","amber-sweep-21 - rmse__MAX","resilient-sweep-20 - rmse","resilient-sweep-20 - rmse__MIN","resilient-sweep-20 - rmse__MAX","dulcet-sweep-19 - rmse","dulcet-sweep-19 - rmse__MIN","dulcet-sweep-19 - rmse__MAX","radiant-sweep-18 - rmse","radiant-sweep-18 - rmse__MIN","radiant-sweep-18 - rmse__MAX","lilac-sweep-17 - rmse","lilac-sweep-17 - rmse__MIN","lilac-sweep-17 - rmse__MAX","noble-sweep-16 - rmse","noble-sweep-16 - rmse__MIN","noble-sweep-16 - rmse__MAX","jumping-sweep-15 - rmse","jumping-sweep-15 - rmse__MIN","jumping-sweep-15 - rmse__MAX","astral-sweep-14 - rmse","astral-sweep-14 - rmse__MIN","astral-sweep-14 - rmse__MAX","solar-sweep-13 - rmse","solar-sweep-13 - rmse__MIN","solar-sweep-13 - rmse__MAX","colorful-sweep-12 - rmse","colorful-sweep-12 - rmse__MIN","colorful-sweep-12 - rmse__MAX","proud-sweep-11 - rmse","proud-sweep-11 - rmse__MIN","proud-sweep-11 - rmse__MAX","ruby-sweep-10 - rmse","ruby-sweep-10 - rmse__MIN","ruby-sweep-10 - rmse__MAX","spring-sweep-9 - rmse","spring-sweep-9 - rmse__MIN","spring-sweep-9 - rmse__MAX","bumbling-sweep-8 - rmse","bumbling-sweep-8 - rmse__MIN","bumbling-sweep-8 - rmse__MAX","wobbly-sweep-7 - rmse","wobbly-sweep-7 - rmse__MIN","wobbly-sweep-7 - rmse__MAX","zany-sweep-6 - rmse","zany-sweep-6 - rmse__MIN","zany-sweep-6 - rmse__MAX","deft-sweep-5 - rmse","deft-sweep-5 - rmse__MIN","deft-sweep-5 - rmse__MAX","earthy-sweep-4 - rmse","earthy-sweep-4 - rmse__MIN","earthy-sweep-4 - rmse__MAX","olive-sweep-3 - rmse","olive-sweep-3 - rmse__MIN","olive-sweep-3 - rmse__MAX","swift-sweep-2 - rmse","swift-sweep-2 - rmse__MIN","swift-sweep-2 - rmse__MAX","young-sweep-1 - rmse","young-sweep-1 - rmse__MIN","young-sweep-1 - rmse__MAX"
"0","545.1706986743305","545.1706986743305","545.1706986743305","547.6117039162167","547.6117039162167","547.6117039162167","547.6117039162167","547.6117039162167","547.6117039162167","560.0657938075996","560.0657938075996","560.0657938075996","1894.3011588314341","1894.3011588314341","1894.3011588314341","547.8329441230579","547.8329441230579","547.8329441230579","1093.7746411581277","1093.7746411581277","1093.7746411581277","561.8442154726142","561.8442154726142","561.8442154726142","653.8176707939942","653.8176707939942","653.8176707939942","1031.717848681617","1031.717848681617","1031.717848681617","1660.5939464303615","1660.5939464303615","1660.5939464303615","547.6470169578644","547.6470169578644","547.6470169578644","547.6470169578644","547.6470169578644","547.6470169578644","547.6470169578644","547.6470169578644","547.6470169578644","797.0404024106119","797.0404024106119","797.0404024106119","556.0564487511515","556.0564487511515","556.0564487511515","654.8343157348261","654.8343157348261","654.8343157348261","547.6470169578644","547.6470169578644","547.6470169578644","1660.2107269523506","1660.2107269523506","1660.2107269523506","1286.10027108467","1286.10027108467","1286.10027108467","883.7278789608897","883.7278789608897","883.7278789608897","623.5769599618449","623.5769599618449","623.5769599618449"
